ID_pago,ID_venta,Fecha_pago,Pago
2836,2836,43408,66142.13
2837,2837,43404,58356.25
2838,2838,43412,47411.38
2839,2839,43418,63282
2840,2840,43402,138412.63
2841,2841,43411,145877.5
2842,2842,43415,130203.13
2843,2843,43404,155115.63
2844,2844,43413,82572.13
2845,2845,43418,230420.13
2846,2846,43405,110916
2847,2847,43417,52124.63
2848,2848,43410,56937.38
2849,2849,43429,242570.63
2850,2850,43417,204843.75
2851,2851,43429,283452.75
2852,2852,43413,70951.38
2853,2853,43414,286520
2854,2854,43421,138153.75
2855,2855,43407,50102
2856,2856,43421,102736.13
2857,2857,43406,321240.38
2858,2858,43432,120432.38
2859,2859,43432,95492.25
2860,2860,43409,36840.25
2861,2861,43414,44260.5
2862,2862,43421,202950
2863,2863,43407,79637.88
2864,2864,43434,148297.5
2865,2865,43429,213006.25
2866,2866,43406,178375.5
2867,2867,43422,158626
2868,2868,43412,158782
2869,2869,43432,60075
2870,2870,43424,169706
2871,2871,43424,293170.5
2872,2872,43428,189536.63
2873,2873,43425,157828
2874,2874,43427,42838.13
2875,2875,43421,200963.75
2876,2876,43432,90251.63
2877,2877,43431,99919.5
2878,2878,43424,118854
2879,2879,43434,169475.63
2880,2880,43438,220918.13
2881,2881,43437,101933.38
2882,2882,43411,29871.88
2883,2883,43430,50951.25
2884,2884,43411,320660.63
2885,2885,43433,176767.5
2886,2886,43439,106253.63
2887,2887,43417,33161.13
2888,2888,43424,149673.75
2889,2889,43441,133939.38
2890,2890,43424,56133
2891,2891,43429,117084
2892,2892,43424,314629.25
2893,2893,43416,183024
2894,2894,43424,116775
2895,2895,43440,126774.5
2896,2896,43440,122382
2897,2897,43446,132354
2898,2898,43439,221436.5
2899,2899,43438,130738.13
2900,2900,43433,43101.38
2901,2901,43424,74786.25
2902,2902,43431,70470
2903,2903,43429,171363.88
2904,2904,43450,181854.5
2905,2905,43422,154959
2906,2906,43435,90034.75
2907,2907,43433,109920.75
2908,2908,43430,83632
2909,2909,43433,260233.5
2910,2910,43437,145796.88
2911,2911,43452,154254
2912,2912,43430,262771.75
2913,2913,43445,126022
2914,2914,43427,35300.63
2915,2915,43450,204378.75
2916,2916,43427,148192
2917,2917,43442,227535.63
2918,2918,43449,130654.13
2919,2919,43434,40908.88
2920,2920,43454,103900.5
2921,2921,43453,45102.75
2922,2922,43453,36045
2923,2923,43431,64920.63
2924,2924,43456,111365.63
2925,2925,43449,45900.75
2926,2926,43441,145706.13
2927,2927,43445,136973.25
2928,2928,43459,183420
2929,2929,43444,154962.5
2930,2930,43458,80411.25
2931,2931,43434,230948.75
2932,2932,43459,88418.75
2933,2933,43459,44203.5
2934,2934,43446,219011.63
2935,2935,43448,146136
2936,2936,43459,110430.75
2937,2937,43433,113200
2938,2938,43463,134833.5
2939,2939,43442,159277.25
2940,2940,43463,98747
2941,2941,43464,309277.5
2942,2942,43436,85513.75
2943,2943,43439,274800.38
2944,2944,43452,141303
2945,2945,43446,86692.88
2946,2946,43438,165410
2947,2947,43438,170887.5
2948,2948,43453,148315.5
2949,2949,43463,56292
2950,2950,43451,158863.5
2951,2951,43452,130664.63
2952,2952,43453,266650.5
2953,2953,43466,191011
2954,2954,43468,156949.38
2955,2955,43449,96768
2956,2956,43449,54051.38
2957,2957,43454,32253.75
2958,2958,43457,132494.5
2959,2959,43443,111041.88
2960,2960,43463,71955
2961,2961,43452,271327.75
2962,2962,43464,212018.63
2963,2963,43472,134649.5
2964,2964,43447,155757.25
2965,2965,43465,94112
2966,2966,43449,84892.5
2967,2967,43470,38141
2968,2968,43464,136867.5
2969,2969,43448,87894.88
2970,2970,43471,173150
2971,2971,43460,349636.5
2972,2972,43450,148223.75
2973,2973,43472,161989.25
2974,2974,43459,194975
2975,2975,43469,185258.5
2976,2976,43456,31134
2977,2977,43449,244745
2978,2978,43460,172151.25
2979,2979,43477,143393
2980,2980,43455,244650
2981,2981,43461,177632
2982,2982,43460,42399
2983,2983,43456,83788.75
2984,2984,43471,113820.38
2985,2985,43470,175900
2986,2986,43472,280508.25
2987,2987,43472,176085
2988,2988,43479,186582
2989,2989,43455,134958.75
2990,2990,43476,30948
2991,2991,43463,70299.25
2992,2992,43473,97030.63
2993,2993,43482,104450
2994,2994,43455,224365.88
2995,2995,43475,249679.5
2996,2996,43467,230523.75
2997,2997,43477,112995
2998,2998,43468,98717.25
2999,2999,43483,175453.88
3000,3000,43463,139078.88
3001,3001,43484,249180.75
3002,3002,43475,255125.75
3003,3003,43469,88720
3004,3004,43480,260796
3005,3005,43461,81420
3006,3006,43477,114181.13
3007,3007,43477,334125
3008,3008,43474,235304.13
3009,3009,43482,80656.25
3010,3010,43468,218890.5
3011,3011,43489,205828
3012,3012,43483,161980
3013,3013,43486,155645.63
3014,3014,43469,163670.63
3015,3015,43475,41664
3016,3016,43478,83440
3017,3017,43490,132561
3018,3018,43480,60478.5
3019,3019,43468,59784
3020,3020,43480,174908
3021,3021,43474,165145.13
3022,3022,43478,113353.75
3023,3023,43490,74003.75
3024,3024,43491,215635.88
3025,3025,43474,332848
3026,3026,43475,102718.5
3027,3027,43482,166937.38
3028,3028,43496,299827.13
3029,3029,43495,60802
3030,3030,43491,53716.25
3031,3031,43497,113043
3032,3032,43493,80400
3033,3033,43486,71459.5
3034,3034,43489,110745
3035,3035,43498,190014.88
3036,3036,43490,236879.5
3037,3037,43489,127767.5
3038,3038,43479,107829.25
3039,3039,43493,144623.75
3040,3040,43490,138516
3041,3041,43501,89156.25
3042,3042,43491,76352
3043,3043,43485,88699.5
3044,3044,43496,204426.63
3045,3045,43484,162032.25
3046,3046,43496,134732.25
3047,3047,43486,235004
3048,3048,43476,241760
3049,3049,43499,33715.5
3050,3050,43478,55062.5
3051,3051,43475,171166.63
3052,3052,43501,245684
3053,3053,43487,178186
3054,3054,43493,112100
3055,3055,43483,275544
3056,3056,43501,63962.5
3057,3057,43487,197334.38
3058,3058,43501,91306.5
3059,3059,43505,349631.25
3060,3060,43489,303413.88
3061,3061,43500,116536.5
3062,3062,43503,46655
3063,3063,43478,67228.13
3064,3064,43484,95190
3065,3065,43491,185753.75
3066,3066,43503,121030.38
3067,3067,43501,232000
3068,3068,43494,101797.5
3069,3069,43485,153835.5
3070,3070,43486,232216.88
3071,3071,43494,170033.5
3072,3072,43508,286427.63
3073,3073,43494,199833
3074,3074,43496,110746.13
3075,3075,43493,60655
3076,3076,43512,267921
3077,3077,43497,196328
3078,3078,43494,189736.13
3079,3079,43504,130989.63
3080,3080,43492,49217
3081,3081,43500,186490
3082,3082,43487,177516.5
3083,3083,43490,188993
3084,3084,43501,71137.25
3085,3085,43492,98010
3086,3086,43499,82158.75
3087,3087,43496,33541.5
3088,3088,43490,209686.5
3089,3089,43510,186775.5
3090,3090,43494,290165.63
3091,3091,43507,237042.5
3092,3092,43503,223610.63
3093,3093,43496,194292
3094,3094,43502,135809.75
3095,3095,43493,37762.5
3096,3096,43496,273640.25
3097,3097,43495,126866
3098,3098,43512,47656.75
3099,3099,43509,320383
3100,3100,43496,180636.25
3101,3101,43515,268597.88
3102,3102,43504,161964
3103,3103,43510,115228.38
3104,3104,43510,114492
3105,3105,43516,82476
3106,3106,43517,204587.5
3107,3107,43503,124722
3108,3108,43499,133249.38
3109,3109,43513,74950.5
3110,3110,43497,37668.25
3111,3111,43503,107584.5
3112,3112,43504,85544.5
3113,3113,43515,125706
3114,3114,43510,130685.75
3115,3115,43505,191113.25
3116,3116,43512,35642
3117,3117,43513,178880
3118,3118,43516,306135.25
3119,3119,43502,119116.13
3120,3120,43502,218302.5
3121,3121,43506,332259.5
3122,3122,43510,62002.5
3123,3123,43504,23126.25
3124,3124,43522,269262
3125,3125,43530,86007.25
3126,3126,43515,362785.5
3127,3127,43531,65475.25
3128,3128,43520,227180.25
3129,3129,43517,131333
3130,3130,43528,55420.25
3131,3131,43509,104989.13
3132,3132,43531,65238.75
3133,3133,43516,64877.88
3134,3134,43524,183592.5
3135,3135,43517,131089.25
3136,3136,43520,52203.25
3137,3137,43526,33561
3138,3138,43525,138575.5
3139,3139,43531,294655
3140,3140,43517,156009
3141,3141,43528,213554.25
3142,3142,43539,100299.13
3143,3143,43517,122397.88
3144,3144,43540,247356
3145,3145,43513,223733.25
3146,3146,43540,196076.25
3147,3147,43528,165716.25
3148,3148,43529,231971.25
3149,3149,43513,40581
3150,3150,43521,144861.75
3151,3151,43517,36662.88
3152,3152,43524,32596.88
3153,3153,43534,130079.38
3154,3154,43521,190939.5
3155,3155,43526,73848.13
3156,3156,43530,107339.25
3157,3157,43545,54458.75
3158,3158,43538,140909.25
3159,3159,43544,38243.13
3160,3160,43526,124087.25
3161,3161,43546,81011.5
3162,3162,43540,273332.25
3163,3163,43540,121650.75
3164,3164,43527,146880
3165,3165,43521,179224.5
3166,3166,43528,43587
3167,3167,43535,92337.5
3168,3168,43540,171871.88
3169,3169,43525,258262.5
3170,3170,43540,197106
3171,3171,43544,85573.5
3172,3172,43541,184821.63
3173,3173,43539,174479.63
3174,3174,43532,65048
3175,3175,43535,222601.5
3176,3176,43547,103219.88
3177,3177,43525,100176
3178,3178,43548,128509.25
3179,3179,43540,113116.88
3180,3180,43530,201883.5
3181,3181,43534,119681.63
3182,3182,43543,198471
3183,3183,43541,75784.88
3184,3184,43525,279200.25
3185,3185,43548,239203
3186,3186,43539,197960.75
3187,3187,43547,177502.5
3188,3188,43551,38886.25
3189,3189,43533,91503.5
3190,3190,43544,165501
3191,3191,43530,132163.75
3192,3192,43527,304955
3193,3193,43553,252390
3194,3194,43552,49700.75
3195,3195,43545,138634.38
3196,3196,43550,259454
3197,3197,43532,282838.5
3198,3198,43532,210542.5
3199,3199,43539,232402.5
3200,3200,43545,22649
3201,3201,43538,106182.75
3202,3202,43550,170120.75
3203,3203,43538,211845.38
3204,3204,43537,43859
3205,3205,43533,108854.63
3206,3206,43560,202848.75
3207,3207,43543,149434.25
3208,3208,43544,135407.63
3209,3209,43556,114840.25
3210,3210,43557,124746
3211,3211,43535,75163.25
3212,3212,43554,53146.63
3213,3213,43564,62983.88
3214,3214,43545,200948.5
3215,3215,43537,65364
3216,3216,43549,39918.38
3217,3217,43559,127532.13
3218,3218,43553,101614.13
3219,3219,43540,113240
3220,3220,43540,113191.5
3221,3221,43550,141855
3222,3222,43553,129254.25
3223,3223,43564,118632.5
3224,3224,43562,155328
3225,3225,43548,182060.88
3226,3226,43541,141048.75
3227,3227,43540,90072
3228,3228,43543,40677.5
3229,3229,43542,149292.75
3230,3230,43540,59598
3231,3231,43561,65084
3232,3232,43550,38252.5
3233,3233,43560,89210
3234,3234,43564,95497.88
3235,3235,43551,43472
3236,3236,43553,345655
3237,3237,43556,58764.75
3238,3238,43556,90783
3239,3239,43555,132089.25
3240,3240,43567,96849
3241,3241,43546,69376.63
3242,3242,43561,73365
3243,3243,43567,137058.75
3244,3244,43556,170586.25
3245,3245,43549,225091.13
3246,3246,43549,129456
3247,3247,43560,117538.75
3248,3248,43574,162253.13
3249,3249,43555,24036.25
3250,3250,43558,150351.38
3251,3251,43565,45847.5
3252,3252,43552,245826.88
3253,3253,43550,173634
3254,3254,43553,61886.63
3255,3255,43553,149340.75
3256,3256,43569,251370
3257,3257,43572,114032
3258,3258,43564,97233.5
3259,3259,43569,139343.25
3260,3260,43559,128584.5
3261,3261,43551,209349.25
3262,3262,43551,201112.88
3263,3263,43579,203821.13
3264,3264,43556,184494
3265,3265,43566,49132.13
3266,3266,43552,240741.88
3267,3267,43570,210293.25
3268,3268,43560,363562.5
3269,3269,43582,147326.25
3270,3270,43556,77863.63
3271,3271,43557,132104.88
3272,3272,43557,207045.5
3273,3273,43567,92484
3274,3274,43570,112276.13
3275,3275,43562,52195.5
3276,3276,43557,73875.5
3277,3277,43574,225269.5
3278,3278,43586,90684.25
3279,3279,43571,105705
3280,3280,43578,95192
3281,3281,43559,292042.5
3282,3282,43559,162112.5
3283,3283,43576,298041.75
3284,3284,43577,189661.5
3285,3285,43579,78882.13
3286,3286,43573,311323.38
3287,3287,43562,55432.5
3288,3288,43574,258169.63
3289,3289,43576,364302
3290,3290,43566,143375
3291,3291,43588,195979.25
3292,3292,43590,98425
3293,3293,43563,128519.88
3294,3294,43574,102272
3295,3295,43568,136022.63
3296,3296,43565,51853.63
3297,3297,43575,187141.5
3298,3298,43569,336179.25
3299,3299,43593,153106.25
3300,3300,43589,110233.5
3301,3301,43587,56008.13
3302,3302,43592,272390.63
3303,3303,43580,114528.63
3304,3304,43594,158800
3305,3305,43570,128313.5
3306,3306,43579,220000
3307,3307,43596,191634.63
3308,3308,43571,147504.5
3309,3309,43597,95077.5
3310,3310,43570,103178.75
3311,3311,43574,103853.75
3312,3312,43596,266197
3313,3313,43593,162222.5
3314,3314,43575,226064
3315,3315,43586,173361.5
3316,3316,43582,132987.75
3317,3317,43587,225511
3318,3318,43577,49281.25
3319,3319,43601,67502.25
3320,3320,43590,36646.5
3321,3321,43577,75876.75
3322,3322,43593,22506
3323,3323,43582,335779.5
3324,3324,43603,100929
3325,3325,43577,57928
3326,3326,43605,259777
3327,3327,43597,124875.63
3328,3328,43584,44391.88
3329,3329,43596,314688
3330,3330,43593,76571
3331,3331,43598,105723.75
3332,3332,43610,128915
3333,3333,43604,181330.5
3334,3334,43597,56760
3335,3335,43610,92586
3336,3336,43611,49676
3337,3337,43599,267589
3338,1,42418,266737.88
3339,2,42405,243178
3340,3,42408,89052
3341,4,42401,226931.25
3342,5,42412,142253
3343,6,42412,119144.5
3344,7,42420,50835.75
3345,8,42421,269809.38
3346,9,42416,128047.5
3347,10,42429,255346
3348,11,42424,78383.5
3349,12,42401,124916
3350,13,42424,367162.5
3351,14,42403,83087.5
3352,15,42422,102542
3353,16,42418,117245
3354,17,42406,44855.75
3355,18,42420,209950.63
3356,19,42415,59076.88
3357,20,42432,146187
3358,21,42413,252624
3359,22,42419,90944
3360,23,42417,179866.13
3361,24,42414,53423.75
3362,25,42428,146335.5
3363,26,42432,68722.5
3364,27,42429,82416.25
3365,28,42430,207570
3366,29,42431,94196.38
3367,30,42412,117384
3368,31,42431,175671.75
3369,32,42438,78418.5
3370,33,42429,188013.75
3371,34,42436,310399.63
3372,35,42429,224971.38
3373,36,42426,131792.5
3374,37,42424,145071.5
3375,38,42443,186600
3376,39,42437,144372.5
3377,40,42420,132223
3378,41,42429,177732.5
3379,42,42421,178374
3380,43,42444,72464.5
3381,44,42443,192132.75
3382,45,42424,356382.25
3383,46,42436,161756
3384,47,42421,31177.25
3385,48,42420,182186
3386,49,42424,40210
3387,50,42443,119703.13
3388,51,42422,71077.5
3389,52,42441,200695.5
3390,53,42436,179843.5
3391,54,42433,85874.5
3392,55,42441,122904.25
3393,56,42441,29902.5
3394,57,42440,64091.25
3395,58,42428,285953.25
3396,59,42430,171727
3397,60,42444,240030
3398,61,42432,142605
3399,62,42449,142867.25
3400,63,42433,92268
3401,64,42435,63626.25
3402,65,42429,179604
3403,66,42447,264928
3404,67,42440,118615.88
3405,68,42429,47124
3406,69,42424,276551
3407,70,42435,205961.88
3408,71,42438,242490.63
3409,72,42453,184869
3410,73,42446,40005.5
3411,74,42455,137256.88
3412,75,42455,23482.75
3413,76,42427,219638.25
3414,77,42439,138124
3415,78,42430,56060.63
3416,79,42438,315060.5
3417,80,42432,167388.38
3418,81,42434,226530.5
3419,82,42456,133716.38
3420,83,42434,58884
3421,84,42440,58867.5
3422,85,42442,115665.25
3423,86,42457,267712.5
3424,87,42444,97359.38
3425,88,42433,52649.5
3426,89,42442,27464.5
3427,90,42461,335727
3428,91,42458,90451.13
3429,92,42456,48504
3430,93,42434,115252.5
3431,94,42452,120669.75
3432,95,42444,82977
3433,96,42463,91116.38
3434,97,42446,78192
3435,98,42453,183472.75
3436,99,42457,258404.5
3437,100,42459,66421.88
3438,101,42450,88836.75
3439,102,42454,54804.38
3440,103,42465,148511.25
3441,104,42440,87425
3442,105,42465,231812
3443,106,42442,263212.5
3444,107,42441,223914.75
3445,108,42469,222787.13
3446,109,42463,191025
3447,110,42459,198455.25
3448,111,42469,119333.25
3449,112,42454,133100
3450,113,42441,110905.13
3451,114,42451,100849.88
3452,115,42468,54843.75
3453,116,42450,121707.38
3454,117,42470,215501
3455,118,42465,255909.5
3456,119,42465,38498.63
3457,120,42446,121734.75
3458,121,42466,86108
3459,122,42461,173238.75
3460,123,42456,182669.5
3461,124,42450,115778.5
3462,125,42471,133399
3463,126,42453,171641.5
3464,127,42468,135889.88
3465,128,42460,153773.75
3466,129,42477,170490.75
3467,130,42456,173637
3468,131,42464,59668.13
3469,132,42460,158578.75
3470,133,42460,48995.5
3471,134,42468,220653.13
3472,135,42457,28681.88
3473,136,42460,78054.38
3474,137,42470,85769.25
3475,138,42472,84810
3476,139,42479,66740.63
3477,140,42475,134504.25
3478,141,42458,56934.63
3479,142,42455,141019.5
3480,143,42458,163815
3481,144,42471,97858.75
3482,145,42471,39443.75
3483,146,42466,253621.25
3484,147,42465,91798.5
3485,148,42462,97405.13
3486,149,42468,186563.25
3487,150,42477,225064.5
3488,151,42487,157488
3489,152,42478,132956
3490,153,42470,54332
3491,154,42487,63615.5
3492,155,42477,175449.38
3493,156,42482,195179
3494,157,42483,236491.5
3495,158,42473,91462.5
3496,159,42482,70397.25
3497,160,42488,109403.5
3498,161,42470,163185
3499,162,42483,170209.38
3500,163,42489,145136.25
3501,164,42481,174460.13
3502,165,42472,125138
3503,166,42476,284437.5
3504,167,42479,171344.88
3505,168,42486,230254.38
3506,169,42485,260009.75
3507,170,42479,74660.75
3508,171,42481,169830
3509,172,42489,69781.5
3510,173,42478,300059.5
3511,174,42473,141427
3512,175,42484,52117
3513,176,42472,207354.38
3514,177,42495,178876.5
3515,178,42473,64162.5
3516,179,42494,106041
3517,180,42480,234366
3518,181,42484,45948
3519,182,42485,165381.75
3520,183,42472,180815.25
3521,184,42484,180999
3522,185,42479,263741.25
3523,186,42473,97483.5
3524,187,42496,114878.75
3525,188,42483,67158
3526,189,42486,157700
3527,190,42491,56026.25
3528,191,42481,53915.63
3529,192,42497,69202
3530,193,42494,56706.38
3531,194,42499,123361.88
3532,195,42505,31356.5
3533,196,42493,167089.63
3534,197,42487,64967.25
3535,198,42500,90110.25
3536,199,42497,105292.88
3537,200,42490,263542.88
3538,201,42492,131373.13
3539,202,42504,37284
3540,203,42497,112849.75
3541,204,42488,86522.5
3542,205,42489,250299
3543,206,42486,281687.5
3544,207,42484,167265.5
3545,208,42507,171210
3546,209,42493,205493.5
3547,210,42489,162199.25
3548,211,42483,266780.75
3549,212,42485,61519.5
3550,213,42507,241564.75
3551,214,42497,173126.38
3552,215,42501,152394.75
3553,216,42507,186861.5
3554,217,42511,174825
3555,218,42513,57679.38
3556,219,42492,43907
3557,220,42499,130285.38
3558,221,42495,59325
3559,222,42487,52582.5
3560,223,42510,61240.5
3561,224,42500,129000
3562,225,42494,133665
3563,226,42516,141641.5
3564,227,42509,208870.63
3565,228,42506,251327.38
3566,229,42505,92400.75
3567,230,42515,172770.75
3568,231,42518,83243.88
3569,232,42514,184943.5
3570,233,42504,170293.5
3571,234,42500,215337.5
3572,235,42515,106044.75
3573,236,42509,263035.75
3574,237,42515,218606.25
3575,238,42514,124440
3576,239,42493,292254
3577,240,42495,162339.5
3578,241,42514,254832.5
3579,242,42519,82066.88
3580,243,42499,233818.25
3581,244,42495,178884.5
3582,245,42511,147074.63
3583,246,42505,242012.75
3584,247,42499,197815.88
3585,248,42520,109140
3586,249,42512,253300.13
3587,250,42503,93384.38
3588,251,42498,141329
3589,252,42517,202755
3590,253,42515,70900.75
3591,254,42520,47461.13
3592,255,42518,53067
3593,256,42516,202538
3594,257,42527,152587.13
3595,258,42506,137456
3596,259,42518,147901.5
3597,260,42510,218751.75
3598,261,42529,138388.5
3599,262,42525,181203.63
3600,263,42521,125873.5
3601,264,42511,221364
3602,265,42524,115906.88
3603,266,42519,140724
3604,267,42508,161389.5
3605,268,42521,121031.25
3606,269,42507,55861
3607,270,42528,167863.25
3608,271,42530,136660.13
3609,272,42521,301151.25
3610,273,42519,90360
3611,274,42517,137860
3612,275,42512,134931.13
3613,276,42518,129937.5
3614,277,42525,254823.25
3615,278,42521,106718.75
3616,279,42507,176869.5
3617,280,42528,110225.5
3618,281,42506,135159.75
3619,282,42517,316813.13
3620,283,42508,167037.25
3621,284,42515,300612.25
3622,285,42512,89089
3623,286,42536,65471.25
3624,287,42509,170100
3625,288,42530,115536.75
3626,289,42510,111919.88
3627,290,42529,179727.25
3628,291,42516,234709.38
3629,292,42535,32305.5
3630,293,42535,53802.25
3631,294,42530,73745
3632,295,42521,98336.88
3633,296,42519,221722.5
3634,297,42535,337392
3635,298,42521,75074.5
3636,299,42528,38396.25
3637,300,42514,85403.75
3638,301,42534,182272
3639,302,42539,146486.75
3640,303,42533,216027.63
3641,304,42531,326570.75
3642,305,42517,143797.5
3643,306,42525,131989
3644,307,42535,205702
3645,308,42517,190152
3646,309,42542,220439.63
3647,310,42545,99099
3648,311,42526,75678.13
3649,312,42545,197410.5
3650,313,42529,48923.88
3651,314,42535,173362.5
3652,315,42548,304996.38
3653,316,42536,321388.88
3654,317,42521,219374
3655,318,42537,55096.5
3656,319,42529,120171
3657,320,42546,307019.88
3658,321,42529,122217.5
3659,322,42528,31988.25
3660,323,42528,199020.75
3661,324,42551,109507.5
3662,325,42528,41550
3663,326,42522,153403
3664,327,42546,127755
3665,328,42540,171171
3666,329,42551,240290.63
3667,330,42527,148656.25
3668,331,42538,123794.38
3669,332,42533,109710
3670,333,42532,100375
3671,334,42547,263870.75
3672,335,42533,79365
3673,336,42531,174307.63
3674,337,42555,51701.25
3675,338,42549,45207.63
3676,339,42555,85396.88
3677,340,42557,97972.88
3678,341,42540,248837.13
3679,342,42529,249028.5
3680,343,42557,147262.5
3681,344,42546,135433.25
3682,345,42549,157936.88
3683,346,42537,165084.5
3684,347,42549,106481.5
3685,348,42529,195111.13
3686,349,42532,174856.5
3687,350,42539,85103.75
3688,351,42544,52340.63
3689,352,42552,257568.75
3690,353,42552,247523.13
3691,354,42539,110684.5
3692,355,42554,147710.75
3693,356,42547,103853.75
3694,357,42552,213493
3695,358,42539,147506
3696,359,42548,147078.75
3697,360,42546,112027.5
3698,361,42561,188240.63
3699,362,42549,91561.88
3700,363,42554,47328
3701,364,42543,157129.5
3702,365,42560,84169.38
3703,366,42563,120149
3704,367,42540,62652.5
3705,368,42548,44290
3706,369,42542,154792.38
3707,370,42563,172246.88
3708,371,42555,138747.5
3709,372,42559,164691.13
3710,373,42540,102851.38
3711,374,42539,111910.88
3712,375,42567,174828.75
3713,376,42569,151256.63
3714,377,42549,65651.25
3715,378,42551,210000
3716,379,42550,101601
3717,380,42570,323338
3718,381,42551,96985.5
3719,382,42558,322773
3720,383,42563,166395.75
3721,384,42563,227925
3722,385,42563,218300.63
3723,386,42559,103845
3724,387,42556,60809
3725,388,42572,104394
3726,389,42567,110348
3727,390,42572,48668.75
3728,391,42548,185437.5
3729,392,42572,195056.25
3730,393,42553,145546.88
3731,394,42553,118349
3732,395,42567,144912
3733,396,42564,200318
3734,397,42571,116665.13
3735,398,42571,53478
3736,399,42572,60482.5
3737,400,42558,153140
3738,401,42562,335362.5
3739,402,42578,273517.25
3740,403,42580,96255
3741,404,42552,87822
3742,405,42559,225624
3743,406,42576,235462.5
3744,407,42581,172935
3745,408,42569,91223.5
3746,409,42553,218761.13
3747,410,42559,54406.5
3748,411,42576,92846.25
3749,412,42560,158619
3750,413,42566,190937.25
3751,414,42583,53179
3752,415,42574,48323
3753,416,42578,160975.88
3754,417,42570,172688.25
3755,418,42568,306623.63
3756,419,42561,119037.75
3757,420,42574,127395
3758,421,42582,151216.88
3759,422,42561,79663.5
3760,423,42587,136272.5
3761,424,42585,243219.38
3762,425,42559,139719.13
3763,426,42562,130332.38
3764,427,42561,72920.25
3765,428,42565,42295.5
3766,429,42567,273811.63
3767,430,42577,173521.88
3768,431,42583,139555.13
3769,432,42567,247537.5
3770,433,42572,106560
3771,434,42576,237328.5
3772,435,42589,192691
3773,436,42567,97899.38
3774,437,42587,113727.63
3775,438,42577,192918
3776,439,42592,315544.75
3777,440,42568,134708.13
3778,441,42570,98825.25
3779,442,42582,109007.88
3780,443,42581,125133.75
3781,444,42590,125664
3782,445,42582,23644.5
3783,446,42590,52397.25
3784,447,42577,222432.25
3785,448,42582,144933.75
3786,449,42577,98618.5
3787,450,42580,209343
3788,451,42587,50874.75
3789,452,42570,262246.25
3790,453,42572,202112.5
3791,454,42572,57321
3792,455,42589,304939
3793,456,42588,224640
3794,457,42594,63960
3795,458,42586,73485
3796,459,42578,73803.25
3797,460,42573,40290.25
3798,461,42578,51592.5
3799,462,42577,115591.5
3800,463,42585,245297.5
3801,464,42602,104604.5
3802,465,42602,328601.5
3803,466,42575,30338
3804,467,42595,65094.75
3805,468,42576,108763.13
3806,469,42596,68347.5
3807,470,42577,109443
3808,471,42588,100168.75
3809,472,42602,227502
3810,473,42584,109095
3811,474,42584,202830.75
3812,475,42582,71060
3813,476,42599,106436
3814,477,42581,106930.25
3815,478,42602,114156
3816,479,42605,128528
3817,480,42596,66352
3818,481,42588,145847.5
3819,482,42594,247890.38
3820,483,42586,118338.75
3821,484,42584,188304.75
3822,485,42589,136701
3823,486,42594,274934.5
3824,487,42579,309382.88
3825,488,42593,163355
3826,489,42586,31740
3827,490,42587,238914
3828,491,42603,44833.75
3829,492,42609,162291
3830,493,42604,243572.88
3831,494,42610,216220.25
3832,495,42605,322337
3833,496,42598,145758.13
3834,497,42611,164509.13
3835,498,42584,125592.5
3836,499,42595,66429
3837,500,42607,279750
3838,501,42610,120625.75
3839,502,42600,260988
3840,503,42599,80919
3841,504,42602,152031.75
3842,505,42597,107521.5
3843,506,42596,150899.38
3844,507,42587,129068.25
3845,508,42610,287192.25
3846,509,42586,53530
3847,510,42609,146982.5
3848,511,42593,32320
3849,512,42611,222867.5
3850,513,42599,230202.75
3851,514,42589,92653.5
3852,515,42607,32847.13
3853,516,42609,90112.75
3854,517,42608,164190.75
3855,518,42612,79758
3856,519,42596,85346.63
3857,520,42600,34917.75
3858,521,42595,92544.38
3859,522,42612,161675
3860,523,42611,178672.5
3861,524,42602,192072
3862,525,42591,156170
3863,526,42605,199300.5
3864,527,42610,116972.63
3865,528,42599,284130
3866,529,42599,176825.25
3867,530,42609,55857
3868,531,42604,89096
3869,532,42593,124965.75
3870,533,42618,75753
3871,534,42596,51289.5
3872,535,42617,216335
3873,536,42602,161515.38
3874,537,42617,128890.13
3875,538,42611,270141.75
3876,539,42613,95224.13
3877,540,42610,70698.38
3878,541,42598,31449.5
3879,542,42598,189371
3880,543,42620,70523.25
3881,544,42606,86791.38
3882,545,42602,52418.5
3883,546,42625,78511.88
3884,547,42623,125000
3885,548,42602,291255.25
3886,549,42625,175498.5
3887,550,42619,213915.63
3888,551,42600,276875.25
3889,552,42602,100578.13
3890,553,42600,196094.25
3891,554,42622,108376.13
3892,555,42618,161218.5
3893,556,42622,70936.5
3894,557,42631,239555.25
3895,558,42617,234376.5
3896,559,42632,198763
3897,560,42616,176521.88
3898,561,42616,35092.63
3899,562,42631,120065.75
3900,563,42622,159027
3901,564,42614,64246
3902,565,42626,114733.5
3903,566,42629,235243.75
3904,567,42611,58738.75
3905,568,42607,79999.88
3906,569,42617,87549.75
3907,570,42629,82476
3908,571,42613,40254.5
3909,572,42613,237144.38
3910,573,42613,129853.13
3911,574,42623,31428.75
3912,575,42636,234675
3913,576,42637,54418.5
3914,577,42608,111207.25
3915,578,42637,196496.63
3916,579,42611,101472.5
3917,580,42622,204360.5
3918,581,42637,217752.5
3919,582,42612,323060
3920,583,42632,220968
3921,584,42637,134700.13
3922,585,42633,131275.38
