Columna1,Fecha venta,ID_producto,ID_Zona,Venta,ID_Vendedor,ID_Cliente
645,"2016-08-17",5,3,1917696,7,8
646,"2016-08-17",1,1,1192800,8,5
647,"2016-08-18",6,4,346256,38,2
648,"2016-08-18",3,2,1153173,49,7
649,"2016-08-18",6,1,386354,27,3
650,"2016-08-19",1,1,777360,20,10
651,"2016-08-19",6,2,1015956,44,5
652,"2016-08-19",3,2,1080548,27,7
653,"2016-08-19",6,3,730149,26,9
654,"2016-08-19",3,2,1953873,8,2
655,"2016-08-19",3,2,2787016,37,10
656,"2016-08-20",3,3,1773072,46,6
657,"2016-08-20",4,1,1589832,33,8
658,"2016-08-20",1,3,1442870,23,10
659,"2016-08-20",4,4,500400,14,10
660,"2016-08-20",6,3,1003552,17,1
661,"2016-08-20",2,2,1730550,27,10
662,"2016-08-21",1,2,1963166,47,6
663,"2016-08-21",2,4,463843,27,10
664,"2016-08-21",2,2,2057832,2,3
665,"2016-08-22",2,2,1520627,38,10
666,"2016-08-23",4,1,1457980,40,2
667,"2016-08-23",3,4,651920,17,10
668,"2016-08-24",1,4,1513005,4,9
669,"2016-08-24",1,3,1747830,34,9
670,"2016-08-25",5,4,2188597,45,10
671,"2016-08-25",4,4,1277930,31,7
672,"2016-08-25",2,3,1225926,1,1
673,"2016-08-26",5,4,479318,29,8
674,"2016-08-26",1,2,1392168,25,3
675,"2016-08-26",3,4,329716,8,4
676,"2016-08-26",4,2,311563,33,8
677,"2016-08-27",5,3,227178,39,8
678,"2016-08-27",5,4,1239300,18,3
679,"2016-08-27",4,3,1074969,25,4
680,"2016-08-27",6,3,1029864,13,7
681,"2016-08-27",5,3,1166104,45,1
682,"2016-08-27",3,1,1577692,12,7
683,"2016-08-27",6,1,1049433,32,9
684,"2016-08-28",1,3,2285244,41,7
685,"2016-08-28",6,2,662316,4,9
686,"2016-08-28",4,3,330771,29,7
687,"2016-08-29",6,1,1214880,25,7
688,"2016-08-29",4,1,688838,33,5
689,"2016-08-30",1,2,622144,45,2
690,"2016-08-30",1,3,723492,4,7
691,"2016-08-30",4,2,827062,25,6
692,"2016-08-30",3,1,1022883,32,8
693,"2016-08-31",4,4,1722407,24,6
694,"2016-08-31",6,1,392832,1,1
695,"2016-08-31",2,1,1524585,15,8
696,"2016-09-01",4,3,1379328,24,6
697,"2016-09-01",2,4,1570016,47,2
698,"2016-09-02",1,2,789140,11,5
699,"2016-09-02",4,2,542974,21,6
700,"2016-09-03",2,2,1251315,13,10
701,"2016-09-03",4,2,2023200,39,3
702,"2016-09-04",6,2,2553225,6,10
703,"2016-09-04",4,3,1341120,2,4
704,"2016-09-05",6,4,2540364,42,7
705,"2016-09-05",3,3,1165842,21,2
706,"2016-09-05",6,2,1501560,6,2
707,"2016-09-05",5,2,1713120,27,3
708,"2016-09-05",5,3,1124012,24,2
709,"2016-09-06",4,3,1181670,44,10
710,"2016-09-06",1,1,1291636,36,3
711,"2016-09-07",4,3,2114035,28,6
712,"2016-09-07",1,1,2280668,23,6
713,"2016-09-07",4,4,688463,2,2
714,"2016-09-07",4,1,2135210,39,9
715,"2016-09-07",3,1,329681,23,10
716,"2016-09-07",3,4,1793848,25,3
717,"2016-09-07",2,3,457498,9,3
718,"2016-09-08",4,2,736092,5,2
719,"2016-09-08",3,3,1565839,37,4
720,"2016-09-08",4,3,2216608,30,3
721,"2016-09-09",5,3,266596,43,10
722,"2016-09-09",5,2,611546,40,1
723,"2016-09-09",4,2,518508,19,7
724,"2016-09-09",3,4,2085373,24,6
725,"2016-09-10",3,4,901980,42,1
726,"2016-09-10",1,2,1081360,24,1
727,"2016-09-12",4,2,1168440,41,8
728,"2016-09-13",4,4,585746,4,7
729,"2016-09-13",4,1,1905187,10,2
730,"2016-09-13",1,3,1830664,32,5
731,"2016-09-13",4,2,555246,16,4
732,"2016-09-13",4,3,652743,17,2
733,"2016-09-14",3,2,1225244,38,2
734,"2016-09-14",6,1,644470,14,3
735,"2016-09-15",3,4,588023,29,8
736,"2016-09-16",5,4,840560,28,2
737,"2016-09-16",4,1,780980,33,5
738,"2016-09-16",4,1,1201578,20,4
739,"2016-09-17",6,4,1527750,8,1
740,"2016-09-18",1,4,2328418,32,3
741,"2016-09-18",1,3,1184274,43,7
742,"2016-09-19",4,4,1330236,34,8
743,"2016-09-19",2,1,542864,33,9
744,"2016-09-19",4,4,538065,7,1
745,"2016-09-19",4,1,445295,35,2
746,"2016-09-19",3,3,761056,27,5
747,"2016-09-19",4,4,1355470,40,9
748,"2016-09-19",5,2,2145480,26,4
749,"2016-09-20",2,1,679554,13,4
750,"2016-09-20",1,2,1335936,43,9
751,"2016-09-20",1,2,556116,43,9
752,"2016-09-22",2,4,1509872,27,2
753,"2016-09-22",2,1,399655,12,7
754,"2016-09-22",6,3,1206557,39,7
755,"2016-09-22",3,3,2202655,3,9
756,"2016-09-23",5,3,308850,2,4
757,"2016-09-23",5,4,306726,12,8
758,"2016-09-23",6,4,1535168,32,8
759,"2016-09-23",6,3,823680,12,9
760,"2016-09-23",4,4,1695330,47,5
761,"2016-09-23",2,2,411700,7,2
762,"2016-09-23",1,4,371712,31,6
763,"2016-09-24",6,2,2411808,25,10
764,"2016-09-24",3,2,1122240,46,3
765,"2016-09-25",2,2,2354481,30,9
766,"2016-09-26",6,2,1044480,35,8
767,"2016-09-26",6,4,510150,26,5
768,"2016-09-26",6,2,1213212,47,8
769,"2016-09-29",4,4,1162131,38,2
770,"2016-10-01",3,1,1343840,8,4
771,"2016-10-01",5,2,223564,18,2
772,"2016-10-01",4,4,1363948,29,8
773,"2016-10-01",4,1,484744,24,1
774,"2016-10-02",2,3,2332152,22,5
775,"2016-10-02",2,1,1606500,17,10
776,"2016-10-02",1,1,411160,17,6
777,"2016-10-02",4,3,611796,28,6
778,"2016-10-03",2,4,1554732,18,10
779,"2016-10-03",2,3,1877760,41,3
780,"2016-10-03",2,3,1607280,3,6
781,"2016-10-03",4,1,1217390,17,8
782,"2016-10-03",4,2,299996,14,8
783,"2016-10-03",3,2,1455693,18,2
784,"2016-10-03",1,3,778706,3,3
785,"2016-10-03",4,4,1685148,47,6
786,"2016-10-03",1,1,913248,7,4
787,"2016-10-03",4,4,2064879,44,9
788,"2016-10-04",4,2,853852,4,2
789,"2016-10-04",6,4,1781849,10,7
790,"2016-10-04",6,3,647460,47,2
791,"2016-10-05",5,2,869196,31,10
792,"2016-10-05",6,3,1565120,5,9
793,"2016-10-05",6,1,507320,33,10
794,"2016-10-07",3,3,1522946,9,7
795,"2016-10-07",4,3,338476,21,6
796,"2016-10-07",4,1,950290,35,2
797,"2016-10-08",3,4,1442280,7,10
798,"2016-10-08",6,2,1478742,32,10
799,"2016-10-08",4,3,2209822,34,2
800,"2016-10-09",2,3,653250,36,9
801,"2016-10-10",2,3,1323198,49,2
802,"2016-10-10",4,1,1106028,9,7
803,"2016-10-10",2,3,1115409,2,10
804,"2016-10-10",5,2,580032,41,4
805,"2016-10-11",6,4,1469178,28,5
806,"2016-10-11",3,2,415552,25,3
807,"2016-10-12",4,3,1891736,14,3
808,"2016-10-12",3,2,630224,22,9
809,"2016-10-12",4,3,1292484,2,8
810,"2016-10-12",5,4,334305,13,10
811,"2016-10-13",5,1,1805518,15,5
812,"2016-10-13",3,3,2208252,41,6
813,"2016-10-14",7,2,733470,37,8
814,"2016-10-14",3,4,1627200,37,2
815,"2016-10-14",5,3,1690416,42,3
816,"2016-10-15",1,4,2180104,29,1
817,"2016-10-15",4,4,878638,14,7
818,"2016-10-15",4,3,244608,42,6
819,"2016-10-16",1,4,562632,27,10
820,"2016-10-16",6,3,1688170,33,8
821,"2016-10-16",1,2,1392006,47,5
822,"2016-10-17",5,3,1628333,6,4
823,"2016-10-17",1,1,992793,40,3
824,"2016-10-18",6,2,484560,35,9
825,"2016-10-18",2,3,866880,1,10
826,"2016-10-18",3,2,1709567,11,10
827,"2016-10-19",5,3,1391809,35,2
828,"2016-10-20",5,4,1278774,18,2
829,"2016-10-20",2,1,1218888,42,9
830,"2016-10-21",2,1,1409551,4,6
831,"2016-10-21",1,2,880900,44,3
832,"2016-10-21",4,3,574200,40,6
833,"2016-10-21",3,1,1968632,26,2
834,"2016-10-21",7,4,592103,21,1
835,"2016-10-22",1,1,1276800,30,2
836,"2016-10-22",4,3,2124596,16,10
837,"2016-10-24",2,2,1021334,2,3
838,"2016-10-24",6,2,583110,40,2
839,"2016-10-24",2,1,1029178,25,7
840,"2016-10-24",1,2,1040478,20,3
841,"2016-10-24",6,2,1061160,18,5
842,"2016-10-26",4,4,942196,43,5
843,"2016-10-27",4,4,1712725,49,3
844,"2016-10-27",2,3,593021,44,6
845,"2016-10-28",5,3,1485680,40,8
846,"2016-10-28",4,3,2214984,10,5
847,"2016-10-28",6,2,731929,19,10
848,"2016-10-28",3,3,1566129,28,6
849,"2016-10-29",4,3,1003320,45,1
850,"2016-10-29",6,2,1391091,20,6
851,"2016-10-29",4,2,1032118,1,10
852,"2016-10-30",4,2,1768020,9,7
853,"2016-10-30",6,3,1708716,7,6
854,"2016-10-30",6,1,2430272,27,1
855,"2016-10-31",4,2,1650200,41,10
856,"2016-10-31",5,4,995657,45,5
857,"2016-10-31",5,2,2379048,12,7
858,"2016-10-31",3,1,1821758,16,4
859,"2016-10-31",4,4,397540,29,10
860,"2016-10-31",6,1,2242656,21,9
861,"2016-10-31",6,2,891456,34,3
862,"2016-11-01",2,4,631560,33,4
863,"2016-11-03",3,4,2328636,24,10
864,"2016-11-03",5,2,553608,24,2
865,"2016-11-03",1,2,523160,26,7
866,"2016-11-04",1,2,1054544,33,9
867,"2016-11-04",4,3,418692,33,5
868,"2016-11-04",4,3,912114,45,1
869,"2016-11-04",1,1,1082079,23,2
870,"2016-11-05",5,3,1951180,6,8
871,"2016-11-05",4,3,726352,37,9
872,"2016-11-06",6,2,1390460,29,7
873,"2016-11-06",5,1,2923155,49,3
874,"2016-11-06",6,3,458560,5,4
875,"2016-11-06",3,2,1259202,30,5
876,"2016-11-06",5,3,968658,23,4
877,"2016-11-06",3,1,549120,5,6
878,"2016-11-07",5,4,1372135,45,7
879,"2016-11-07",3,1,1070307,3,10
880,"2016-11-08",1,1,1542784,32,8
881,"2016-11-08",4,1,645569,26,10
882,"2016-11-08",2,3,970420,21,7
883,"2016-11-08",6,2,1370964,14,7
884,"2016-11-08",6,2,590875,16,7
885,"2016-11-08",4,1,719213,24,1
886,"2016-11-09",6,2,1191281,46,7
887,"2016-11-10",4,4,1356160,1,8
888,"2016-11-10",3,1,412395,49,4
889,"2016-11-10",3,1,1420012,27,9
890,"2016-11-10",3,3,1598520,19,5
891,"2016-11-10",4,2,2543625,49,6
892,"2016-11-11",4,3,2025638,45,9
893,"2016-11-11",4,3,1115604,36,2
894,"2016-11-11",1,1,610696,41,4
895,"2016-11-11",5,4,1341024,1,10
896,"2016-11-11",6,3,1340632,4,9
897,"2016-11-12",4,1,581568,45,7
898,"2016-11-12",4,4,2449452,31,6
899,"2016-11-13",2,4,315810,22,6
900,"2016-11-13",4,4,1072768,24,1
901,"2016-11-13",1,2,1653456,47,4
902,"2016-11-14",3,4,2722146,20,2
903,"2016-11-14",4,3,1029367,38,10
904,"2016-11-14",6,4,455762,16,5
905,"2016-11-15",2,2,479892,27,5
906,"2016-11-15",5,3,500140,9,4
907,"2016-11-15",3,4,491706,42,6
908,"2016-11-15",1,2,933444,38,9
909,"2016-11-15",5,3,1204595,21,9
910,"2016-11-16",6,3,1506853,36,9
911,"2016-11-17",2,4,1036665,41,10
912,"2016-11-17",4,1,1967400,34,1
913,"2016-11-17",4,1,1676500,36,10
914,"2016-11-17",6,2,366480,34,3
915,"2016-11-17",3,2,1869885,6,9
916,"2016-11-18",6,1,1511095,33,7
917,"2016-11-18",1,3,1719757,19,9
918,"2016-11-19",5,1,1662089,38,5
919,"2016-11-19",4,1,1311660,44,4
920,"2016-11-20",5,4,1242042,15,8
921,"2016-11-21",4,3,1273030,8,2
922,"2016-11-21",3,1,1238202,49,8
923,"2016-11-21",4,3,1440742,20,1
924,"2016-11-22",1,2,2213909,18,3
925,"2016-11-22",1,1,2039512,21,9
926,"2016-11-22",4,4,2376550,45,9
927,"2016-11-22",4,4,709700,5,5
928,"2016-11-23",5,4,1615647,34,3
929,"2016-11-24",2,3,410260,7,10
930,"2016-11-24",2,3,1604687,22,4
931,"2016-11-24",4,1,2053384,20,10
932,"2016-11-26",1,1,754435,30,7
933,"2016-11-26",1,3,795000,18,8
934,"2016-11-26",4,2,2212740,5,5
935,"2016-11-27",3,1,1373008,12,7
936,"2016-11-28",1,2,573040,40,4
937,"2016-11-28",5,2,1932552,20,7
938,"2016-11-28",2,4,766774,41,9
939,"2016-11-28",5,2,1962360,31,2
940,"2016-11-29",5,4,1662822,43,9
941,"2016-11-29",5,4,614244,38,6
942,"2016-11-29",5,3,1485915,44,3
943,"2016-11-30",6,3,1273000,11,7
944,"2016-11-30",6,2,558030,13,6
945,"2016-12-01",6,3,894888,30,1
946,"2016-12-01",6,2,1447551,10,8
947,"2016-12-01",4,1,474624,41,1
948,"2016-12-02",6,2,1725597,31,4
949,"2016-12-02",1,4,1241562,26,4
950,"2016-12-02",6,2,2153852,41,5
951,"2016-12-03",3,4,307255,29,6
952,"2016-12-04",5,4,954808,2,9
953,"2016-12-04",4,2,1510320,29,3
954,"2016-12-05",1,1,330956,3,5
955,"2016-12-06",4,2,1938400,29,7
956,"2016-12-06",6,3,509840,31,4
957,"2016-12-06",4,3,368760,7,10
958,"2016-12-07",2,3,1071667,40,1
959,"2016-12-07",1,3,1872876,24,4
960,"2016-12-07",4,2,1732500,15,10
961,"2016-12-07",1,2,535584,38,7
962,"2016-12-07",3,4,1271592,21,5
963,"2016-12-08",2,1,1593720,46,8
964,"2016-12-08",4,2,1038590,12,8
965,"2016-12-08",5,2,525616,47,4
966,"2016-12-08",6,1,1994532,15,9
967,"2016-12-09",6,2,722925,30,2
968,"2016-12-09",2,1,769824,29,1
969,"2016-12-11",6,1,2581552,31,7
970,"2016-12-11",6,2,1193408,16,10
971,"2016-12-11",6,1,1145600,11,7
972,"2016-12-11",6,2,1059303,10,5
973,"2016-12-12",4,1,600642,33,3
974,"2016-12-12",1,1,920144,27,9
975,"2016-12-13",4,1,409563,2,5
976,"2016-12-13",2,4,1236560,49,10
977,"2016-12-13",4,4,1494490,23,3
978,"2016-12-14",4,3,659295,40,4
979,"2016-12-15",4,4,672792,23,4
980,"2016-12-15",4,4,589016,14,9
981,"2016-12-15",2,2,2273762,44,8
982,"2016-12-16",4,4,1588940,2,3
983,"2016-12-16",3,4,1127750,40,1
984,"2016-12-16",4,1,1678286,6,5
985,"2016-12-17",6,4,2427300,14,1
986,"2016-12-17",4,1,1753240,4,10
987,"2016-12-18",5,1,1894752,46,6
988,"2016-12-18",4,3,2000475,11,5
989,"2016-12-18",6,1,528120,37,5
990,"2016-12-18",5,4,1717898,24,5
991,"2016-12-18",3,4,1870757,13,9
992,"2016-12-19",6,2,2326118,31,10
993,"2016-12-19",5,3,1911510,40,7
994,"2016-12-19",2,2,1346961,40,9
995,"2016-12-19",3,3,1414800,26,6
996,"2016-12-20",1,2,690184,6,6
997,"2016-12-20",5,2,448932,4,8
998,"2016-12-20",2,2,2101743,18,4
999,"2016-12-20",5,2,430743,46,7
1000,"2016-12-21",1,1,2707200,40,7
1001,"2016-12-22",2,4,1368750,2,3
1002,"2016-12-22",6,4,2677056,25,6
1003,"2016-12-22",1,3,638058,1,8
1004,"2016-12-23",6,1,866780,36,2
1005,"2016-12-23",3,2,1437360,19,2
1006,"2016-12-23",4,1,1706240,40,10
1007,"2016-12-24",3,3,822504,3,7
1008,"2016-12-24",4,1,622787,25,6
1009,"2016-12-24",6,3,1266732,7,2
1010,"2016-12-24",1,2,945702,5,6
1011,"2016-12-24",6,4,862848,29,7
1012,"2016-12-27",3,3,1008071,2,10
1013,"2016-12-28",3,4,1657880,20,10
1014,"2016-12-28",4,4,1457226,26,6
1015,"2016-12-28",2,4,1508472,16,8
1016,"2016-12-29",1,4,1276864,1,8
1017,"2016-12-29",1,2,2101862,27,8
1018,"2016-12-29",2,4,1360064,11,8
1019,"2016-12-30",4,1,369984,43,10
1020,"2016-12-30",5,1,1176855,31,3
1021,"2016-12-30",4,2,452962,6,3
1022,"2016-12-31",6,3,1177653,34,1
1023,"2016-12-31",3,2,889980,31,1
1024,"2016-12-31",6,4,1615424,45,2
1025,"2017-01-01",5,3,2022624,11,8
1026,"2017-01-01",1,4,1231262,17,2
1027,"2017-01-01",4,2,352972,8,7
1028,"2017-01-02",4,1,610416,49,10
1029,"2017-01-02",6,1,1089181,22,5
1030,"2017-01-02",6,3,1194505,14,3
1031,"2017-01-02",5,4,1106677,11,2
1032,"2017-01-03",5,4,1262250,13,9
1033,"2017-01-03",4,1,1236672,3,7
1034,"2017-01-03",5,2,923355,37,7
1035,"2017-01-04",5,4,2398788,11,1
1036,"2017-01-04",2,1,1636560,37,9
1037,"2017-01-05",5,1,2496723,26,3
1038,"2017-01-05",6,2,325326,30,7
1039,"2017-01-06",4,1,1441440,34,8
1040,"2017-01-06",2,4,1315440,31,2
1041,"2017-01-06",2,3,1732302,19,10
1042,"2017-01-07",4,3,374310,47,10
1043,"2017-01-08",4,3,1844004,35,6
1044,"2017-01-08",6,3,1603196,30,6
1045,"2017-01-08",1,2,2402920,41,5
1046,"2017-01-08",4,2,1823280,40,1
1047,"2017-01-08",3,4,949693,10,10
1048,"2017-01-09",4,4,2362572,8,6
1049,"2017-01-09",3,4,672987,41,6
1050,"2017-01-09",4,3,703680,17,8
1051,"2017-01-09",1,1,1940448,34,8
1052,"2017-01-09",7,2,624600,49,2
1053,"2017-01-10",5,2,224280,11,5
1054,"2017-01-11",3,4,2138771,34,5
1055,"2017-01-11",2,1,1250408,27,6
1056,"2017-01-12",4,2,300105,44,1
1057,"2017-01-12",4,4,599850,18,9
1058,"2017-01-12",1,4,1919827,36,10
1059,"2017-01-13",3,2,573230,39,7
1060,"2017-01-14",6,4,500560,9,3
1061,"2017-01-14",5,4,259515,15,4
1062,"2017-01-15",1,3,652052,8,10
1063,"2017-01-16",3,4,1886541,22,9
1064,"2017-01-16",6,2,607200,35,7
1065,"2017-01-16",5,1,1502800,19,8
1066,"2017-01-17",4,2,2808008,44,10
1067,"2017-01-17",4,1,892620,49,4
1068,"2017-01-18",1,4,1471197,1,1
1069,"2017-01-18",2,3,1065744,23,1
1070,"2017-01-18",1,1,1162784,36,4
1071,"2017-01-18",1,2,1134452,38,1
1072,"2017-01-19",6,2,592152,23,10
1073,"2017-01-19",3,3,2083866,28,4
1074,"2017-01-19",5,1,2141830,1,8
1075,"2017-01-20",1,4,2275050,9,4
1076,"2017-01-20",1,1,298368,6,5
1077,"2017-01-20",2,4,1911604,43,1
1078,"2017-01-21",3,4,1850644,3,5
1079,"2017-01-21",3,2,777686,45,4
1080,"2017-01-21",2,1,2279354,47,2
1081,"2017-01-21",6,4,1128420,31,7
1082,"2017-01-22",3,3,1615128,45,10
1083,"2017-01-22",3,3,1332030,9,4
1084,"2017-01-22",1,2,1370138,23,2
1085,"2017-01-22",5,4,424175,5,4
1086,"2017-01-22",6,1,2546180,39,9
1087,"2017-01-23",1,3,1199730,20,7
1088,"2017-01-23",5,3,760176,44,8
1089,"2017-01-24",5,4,1081248,17,8
1090,"2017-01-25",2,4,1816793,26,9
1091,"2017-01-25",3,3,943800,26,6
1092,"2017-01-26",6,3,2130375,15,8
1093,"2017-01-28",1,2,2209344,11,2
1094,"2017-01-29",6,4,1187477,49,4
1095,"2017-01-29",2,4,1772700,9,10
1096,"2017-01-29",2,2,539392,28,2
1097,"2017-01-29",3,3,771108,4,7
1098,"2017-01-29",4,4,1960808,9,1
1099,"2017-01-30",5,2,621314,18,10
1100,"2017-01-30",6,3,1814238,5,4
1101,"2017-01-30",4,1,468952,12,8
1102,"2017-01-30",4,3,1950772,28,7
1103,"2017-01-31",2,1,932250,45,7
1104,"2017-01-31",3,1,786714,31,7
1105,"2017-01-31",1,3,541648,26,8
1106,"2017-02-01",3,2,1279434,39,1
1107,"2017-02-02",4,3,650580,22,8
1108,"2017-02-02",5,1,1009328,18,10
1109,"2017-02-02",1,3,2064634,47,3
1110,"2017-02-02",2,1,924990,15,1
1111,"2017-02-03",1,4,372447,7,6
1112,"2017-02-03",5,4,1602300,1,8
1113,"2017-02-03",1,3,1323353,29,8
1114,"2017-02-04",5,2,499244,3,8
1115,"2017-02-05",6,1,963020,20,9
1116,"2017-02-05",2,1,493632,35,7
1117,"2017-02-05",4,2,1037498,38,8
1118,"2017-02-06",1,1,2741308,40,6
1119,"2017-02-07",2,4,1912482,44,7
1120,"2017-02-07",2,2,1707660,27,10
1121,"2017-02-07",6,1,1592624,38,1
1122,"2017-02-08",6,2,1339044,29,10
1123,"2017-02-08",3,2,879357,8,6
1124,"2017-02-08",6,2,1215344,7,4
1125,"2017-02-10",4,3,2287075,28,4
1126,"2017-02-10",6,3,462315,33,2
1127,"2017-02-11",6,3,359775,40,6
1128,"2017-02-11",1,4,1859480,4,10
1129,"2017-02-11",3,2,899640,11,10
1130,"2017-02-12",4,4,444338,32,7
1131,"2017-02-12",1,4,795912,15,3
1132,"2017-02-12",6,4,900956,45,5
1133,"2017-02-12",3,1,712404,20,8
1134,"2017-02-12",2,4,879254,29,9
1135,"2017-02-13",4,3,349102,1,3
1136,"2017-02-13",4,1,297882,43,3
1137,"2017-02-13",6,1,563475,3,9
1138,"2017-02-13",4,4,1066550,38,10
1139,"2017-02-13",5,2,742176,16,9
1140,"2017-02-13",4,3,1318660,9,6
1141,"2017-02-13",1,1,1601334,20,2
1142,"2017-02-13",4,3,1033850,42,10
1143,"2017-02-14",4,4,1394206,38,1
1144,"2017-02-14",4,4,2176768,30,9
1145,"2017-02-14",6,3,850226,3,10
1146,"2017-02-14",3,4,1090782,27,10
1147,"2017-02-15",5,1,1519137,6,7
1148,"2017-02-15",3,4,984192,33,10
1149,"2017-02-15",3,1,481656,46,4
1150,"2017-02-15",6,1,909090,5,8
1151,"2017-02-15",2,4,1308398,18,4
1152,"2017-02-16",2,2,1966272,23,3
1153,"2017-02-16",4,1,2021232,39,5
1154,"2017-02-17",6,4,2865688,43,4
1155,"2017-02-17",4,3,857374,1,1
1156,"2017-02-17",5,3,1305200,33,7
1157,"2017-02-17",2,2,1614170,10,9
1158,"2017-02-17",3,4,2436448,17,4
1159,"2017-02-17",5,3,1823708,25,6
1160,"2017-02-18",5,4,2148384,22,2
1161,"2017-02-19",4,1,1594715,16,10
1162,"2017-02-19",2,3,698301,5,8
1163,"2017-02-19",5,3,523989,38,6
1164,"2017-02-19",1,1,750984,15,4
1165,"2017-02-20",4,1,1665134,19,1
1166,"2017-02-20",6,1,1820540,13,5
1167,"2017-02-20",1,1,1076464,37,7
1168,"2017-02-21",6,2,1136502,11,9
1169,"2017-02-21",4,3,1051500,34,6
1170,"2017-02-21",2,3,744480,45,5
1171,"2017-02-21",3,3,647280,42,7
1172,"2017-02-21",3,2,1697640,19,10
1173,"2017-02-22",2,1,463306,11,7
1174,"2017-02-23",6,1,322344,36,2
1175,"2017-02-23",2,2,484592,46,10
1176,"2017-02-23",4,4,1305129,30,9
1177,"2017-02-24",4,1,711634,47,9
1178,"2017-02-24",1,3,1468614,45,3
1179,"2017-02-24",4,4,780598,19,2
1180,"2017-02-25",3,4,354270,15,1
1181,"2017-02-25",4,4,425790,10,8
1182,"2017-02-26",4,2,1203246,28,5
1183,"2017-02-26",1,2,360540,29,7
1184,"2017-02-26",3,1,639952,22,10
1185,"2017-02-27",6,4,1388388,9,6
1186,"2017-02-28",4,2,756208,8,1
1187,"2017-02-28",5,2,442300,38,8
1188,"2017-02-28",1,2,375813,10,2
1189,"2017-02-28",6,4,1471605,34,5
1190,"2017-02-28",1,2,1401633,19,8
1191,"2017-02-28",5,4,1256274,20,2
1192,"2017-03-01",4,2,2055310,39,2
1193,"2017-03-01",4,4,1320236,42,6
1194,"2017-03-01",4,3,969707,11,4
1195,"2017-03-01",6,2,743360,14,2
1196,"2017-03-02",4,2,614048,18,2
1197,"2017-03-03",4,3,233358,41,1
1198,"2017-03-03",6,4,917378,20,4
1199,"2017-03-03",3,4,235746,40,2
1200,"2017-03-03",2,4,474600,49,5
1201,"2017-03-04",4,3,298350,45,10
1202,"2017-03-04",4,3,1100046,6,5
1203,"2017-03-04",5,1,1013175,49,10
1204,"2017-03-04",3,4,2151435,25,5
1205,"2017-03-04",2,4,2105079,44,3
1206,"2017-03-04",4,4,953316,24,5
1207,"2017-03-04",3,3,1531000,37,1
1208,"2017-03-05",4,2,1449512,12,10
1209,"2017-03-05",6,2,395850,24,6
1210,"2017-03-06",4,1,1504477,32,9
1211,"2017-03-06",2,1,935694,16,10
1212,"2017-03-07",4,4,1246960,20,2
1213,"2017-03-07",4,3,1238006,16,10
1214,"2017-03-07",4,2,655690,10,3
1215,"2017-03-07",6,1,293370,35,1
1216,"2017-03-07",6,1,2688046,26,2
1217,"2017-03-08",4,4,1830800,4,2
1218,"2017-03-08",6,2,1729416,15,5
1219,"2017-03-08",4,4,2234653,7,8
1220,"2017-03-09",1,3,438480,21,6
1221,"2017-03-09",2,4,2032295,9,5
1222,"2017-03-09",6,3,1377880,1,4
1223,"2017-03-09",1,2,1805475,20,8
1224,"2017-03-10",1,3,1070740,45,2
1225,"2017-03-11",1,2,785068,26,9
1226,"2017-03-11",6,1,1497195,37,7
1227,"2017-03-11",5,2,1526840,41,1
1228,"2017-03-11",6,3,996588,1,7
1229,"2017-03-11",4,3,451643,20,10
1230,"2017-03-12",4,2,2422720,26,7
1231,"2017-03-13",4,4,1292980,15,3
1232,"2017-03-13",2,4,949578,45,8
1233,"2017-03-14",1,1,820776,14,7
1234,"2017-03-14",2,1,848888,28,5
1235,"2017-03-15",6,1,1673173,17,10
1236,"2017-03-15",3,4,841232,34,6
1237,"2017-03-16",4,1,376090,9,5
1238,"2017-03-16",4,2,820608,31,3
1239,"2017-03-16",4,1,839615,17,1
1240,"2017-03-16",5,1,2562435,18,9
1241,"2017-03-16",2,3,630608,6,2
1242,"2017-03-17",6,2,484200,31,6
1243,"2017-03-17",5,2,269516,45,2
1244,"2017-03-17",3,4,1152718,39,1
1245,"2017-03-17",1,2,1477428,14,1
1246,"2017-03-18",1,4,367132,18,7
1247,"2017-03-19",5,4,1557884,30,9
1248,"2017-03-19",6,3,851032,38,10
1249,"2017-03-19",1,4,500148,10,3
1250,"2017-03-20",6,2,1362843,45,8
1251,"2017-03-20",2,4,730350,6,2
1252,"2017-03-20",3,4,867636,39,4
1253,"2017-03-20",5,4,459725,5,3
1254,"2017-03-21",5,4,757809,20,10
1255,"2017-03-21",4,2,354360,31,9
1256,"2017-03-21",6,2,1620192,25,5
1257,"2017-03-22",1,2,1149525,47,6
1258,"2017-03-22",4,3,1248862,37,7
1259,"2017-03-22",5,3,1495260,42,8
1260,"2017-03-23",5,4,485849,8,6
1261,"2017-03-23",4,3,1194930,20,6
1262,"2017-03-23",5,4,525096,9,9
1263,"2017-03-24",4,3,849464,6,7
1264,"2017-03-25",3,3,1843074,39,3
1265,"2017-03-25",4,4,627321,12,6
1266,"2017-03-25",3,3,363261,33,8
1267,"2017-03-26",1,1,349720,31,10
1268,"2017-03-27",5,2,1191044,23,10
1269,"2017-03-27",6,4,1307688,20,9
1270,"2017-03-27",4,4,531784,41,8
1271,"2017-03-27",1,3,1730876,14,7
1272,"2017-03-27",4,2,1500984,41,9
1273,"2017-03-28",6,2,1599233,45,2
1274,"2017-03-28",6,1,1821771,49,4
1275,"2017-03-29",6,3,1754180,23,2
1276,"2017-03-30",5,1,1617270,45,3
1277,"2017-03-30",5,1,2232690,14,8
